Year(Release_Date),Developer,Count(*)
2015,"Idea Factory",28
2015,"Idea Factory, Inc.",10
2015,"Ideum, Inc.",1
2015,"iEntertainment Network",2
2015,"IF Games",1
2015,"iFun4all Ltd.",1
2015,Ignishot,1
2015,"Ignition Games Inc.",1
2015,Igry.ru,1
2015,"Iguana Entertainment",1
2015,"Illwinter Game Design",1
2015,"Image Space Incorporated",6
2015,"Imagination Vent, LLC",1
2015,"Imagos Films LLC",1
2015,IMakeGames,1
2015,IMGN.PRO,2
2015,"Imigea Ltd",1
2015,"Immersive Douro",1
2015,"Immersive Entertainment, Inc.",1
2015,"Immunity Studios",1
2015,"IMPERIAL MUSIC GROUP",1
2015,"Impressions Games",4
2015,"Incandescent Imaging",2
2015,IndeePop,1
2015,"Indie Rights",2
2015,"Individual Software",18
2015,"Indomitus Games",3
2015,"Inferno Studio",1
2015,"Infinite Dreams sp. z o.o",2
2015,Infogrames,2
2015,"Infogrames Entertainment SA",1
2015,InImages,3
2015,"Ink Stains Games",2
2015,"inkle Ltd",1
2015,"Inner Void",1
2015,"Innomen Productions",1
2015,insayn,1
2015,InsGames,4
2015,"INSIDE SYSTEM",1
2015,"Insomniac Games",1
2015,"Instant Kingdom",1
2015,"Instinct Games",1
2015,"InterAction studios",8
2015,Interplay,3
2015,"Interplay Entertainment",1
2015,"Interplay Entertainment Corp.",3
2015,"INTI CREATES CO., LTD.",4
2015,"Introversion Software",1
2015,"INVENTED BY GIRLS, LLC",1
2015,InvertMouse,17
2015,"Invictus Games Ltd.",1
2015,"Invoker Studios",1
2015,"IO Entertainment",1
2015,IObit,2
2015,"Ion Storm",1
2015,"Ionized Games",1
2015,iosoftware,1
2015,iRacing,1
2015,"iRacing.com Motorsport Simulations",1
2015,"Iridium Studios",3
2015,"Iris Flight Simulation Software",1
2015,"Iron Tower Studio",1
2015,"Ironcode Gaming",2
2015,"IronDrop Studios",1
2015,"Ironsun Studios",1
2015,Ironward,2
2015,"Is Future Bright",1
2015,"Isaac Nichols",2
2015,"Isak J Martinsson",1
2015,"Iskander Aminov",1
2015,ISOTX,3
2015,"isTom Games Kft.",1
2015,"Iteration 11",3
2015,"Ithaqua Labs",1
2015,"Ivanovich Games",3
2015,"Ivory Tower in collaboration with Ubisoft Reflections",1
2015,"Ivy Games",2
2015,"Ivy Games LLC",3
2015,"J. King-Spooner",1
2015,"Jace Masula",1
2015,"Jack Dolabany",1
2015,"Jack Fay",1
2015,"Jack Hanley",2
2015,"Jackbox Games, Inc.",3
2015,"Jae Lee Productions",2
2015,Jagex,4
2015,"Jagex Limited",1
2015,"Jake Huhman",1
2015,"Jake Olson",1
2015,"Jakub Marsza?kowski",1
2015,"JAM Productions",2
2015,"James Bennett",1
2015,"James de Silva",1
2015,"James Id",1
2015,"James Mearman",1
2015,JAMgames,1
2015,"Jan Zizka",3
2015,"Jane Rachel Whittaker",3
2015,Jarbit,1
2015,"Jardel Elias",2
2015,"Jarrah Technology",1
2015,"Jason Carter",1
2015,"Jason Perry",1
2015,"Jason RT Bond",1
2015,"JAVELIN OÜ",2
2015,Jay-Run,1
2015,Jayanam,1
2015,Jaybot7,1
2015,Jazzsticks,1
2015,"JDB Artist",1
2015,JDM4iK,2
2015,"Jeff Trier",1
2015,"Jeffrey Nordin",1
2015,Jemy,1
2015,Jenito,1
2015,"Jeremy Lee",1
2015,"Jeroen van Oosten",4
2015,"Jerseyware Gaming",1
2015,"Jesse Barksdale",1
2015,"Jesse Makkonen",1
2015,"Jet Stone Studios",1
2015,"Jetdogs Studios",10
2015,JetPackGone,2
2015,JH12world,1
2015,"Jim Fay",1
2015,"Jimbob Games",1
2015,"JMJ Interactive",1
2015,"Jochen Mistiaen",1
2015,"Jochen Terstiege",1
2015,"Joe Williams",1
2015,"Joel Corelitz",1
2015,"Joel Steudler",3
2015,"Johan Aronsson",1
2015,"Johannes Eski",1
2015,"Johannes Gotlén",1
2015,"John Cullen",1
2015,"John Kolbek",1
2015,"John Lawrence",1
2015,"John Szymanski",3
2015,"John Wizard",6
2015,"Johnny Death Games",2
2015,"Joint Custody",1
2015,"Jon Harwood Creations LLC",1
2015,"Joni Kittaka",1
2015,"Jordan Sendar",1
2015,"Jörg Winterstein",1
2015,"Jorge Lima",1
2015,"Joshua Missile",1
2015,JosPlays,1
2015,"Jötunn Games",2
2015,"JoyBits, LTD",1
2015,Joycity,9
2015,JoyMasher,4
2015,JRollon,1
2015,"Jsmael Stieger",2
2015,"Juggernaut Games",2
2015,"Juicy Beast",1
2015,"Jujubee S.A.",1
2015,"Jukio Kallio",1
2015,"Julia Games",1
2015,"Julian Glander",1
2015,"Julian J. Hammerstein",1
2015,"Jundroo, LLC",2
2015,"Juniper Games",1
2015,"Juri Schupilo",2
2015,Jurlo,2
2015,"Jussi Kukkonen",5
2015,"Just Add Water (Developments), Ltd.",3
2015,"Just Flight",6
2015,"Just Trains",2
2015,"Just1337 Studio",1
2015,"Justin Nordin",1
2015,JustPlayNow,1
2015,JustTrains,1
2015,"K Monkey",1
2015,KADOKAWA,5
2015,Kaiko,1
2015,"Kairi Sawler",1
2015,"Kajak Games",1
2015,KaleidoGames,1
2015,KarjaSoft,2
2015,"Kasaa Solution",1
2015,"Kazakov Oleg",2
2015,KBJGames,1
2015,"KC Flight Shop",1
2015,"kChamp Games",1
2015,"Keen Software House",2
2015,"Kelkafa Studios",1
2015,"KEMCO / EXE-CREATE",1
2015,"Kennedy Miller Mitchell",1
2015,Kenney,1
2015,"Kenny Meriedeth",1
2015,"Kenny Sun",2
2015,"Kerberos Productions Inc.",6
2015,"Kerim Kumbasar",1
2015,"Ketos Games",1
2015,"Kevin Carville",1
2015,"Kevin MacLeod",1
2015,"Kevin Nitschmann",1
2015,Keybol,1
2015,khos85,2
2015,Kidalang,3
2015,"Kieffer Bros.",1
2015,"Kikiwik Games",1
2015,"Killer Teapot Games",1
2015,"KillHouse Games",1
2015,"Killmonday Games HB",3
2015,"Kilted Camel",1
2015,"Kimmo Lahtinen",1
2015,"Kinahmi Games",1
2015,"Kinelco & Lone Elk Creative",2
2015,"KING Art",1
2015,"Kingdom Games",3
2015,"Kirill Belman",1
2015,"Kirill Chepizhko",1
2015,"Kiritsu Games",1
2015,"Kisareth Studios",2
2015,"KITATUS STUDIOS",1
2015,"Kittehface Software",4
2015,KIXEYE,1
2015,Klace,1
2015,"Klei Entertainment",4
2015,"klobit LLC",1
2015,"Klonk Games",2
2015,"KLRU-TV, Austin PBS",1
2015,KnowWonder,1
2015,"Kobra Studio",1
2015,"KOEI TECMO GAMES CO., LTD.",69
2015,KOG,2
2015,"Koga Tech Limited",1
2015,"Konami Digital Entertainment",11
2015,"Konec Films",1
2015,"Konrad Burandt",3
2015,Konsordo,2
2015,Kosek.com,1
2015,Kotach,2
2015,"Koya Game",1
2015,KPy3O,1
2015,"Kraftix Games",2
2015,"Kraken Games",4
2015,Krealit,2
2015,"Kristen Cheely",1
2015,"Krome Studios",12
2015,"Kronosaur Productions",2
2015,Krutovig,1
2015,"Krzysztof Dycha",1
2015,Kumobius,1
2015,"Kunos Simulazioni",3
2015,"KURONEKO SOFT",1
2015,"Kursed Studios",1
2015,"Kurt Lorey",1
2015,"Kut Stupid",1
2015,"Kyle Seeley",1
2015,"Kylotonn Entertainment",1
2015,"Kylotonn Racing Games",4
2015,"Kyy Games",1
2015,"L&K Logic Korea",1
2015,"La Moustache Studio",1
2015,"La Vie Productions",1
2015,"Lab Zero Games",3
2015,Labyrinthine,3
2015,"Lached Up Games",1
2015,"Lag Studios",3
2015,"Lakin McCarthy",1
2015,"Lambkin Productions",1
2015,"Lamina Studios",1
2015,"Lampert & Sons",1
2015,"Lamplight Studios",2
2015,"Lance Hill",1
2015,"Landfall Games",2
2015,"Landon Podbielski",1
2015,"Lantana Games",2
2015,"Larian Studios",1
2015,"Laser Unicorns",1
2015,"Last Dimension",1
2015,"Laughing Jackal LTD",1
2015,"Laura Knetzger",1
2015,"Lawrence Russell",1
2015,"Lazy Bum Games",1
2015,"Lazy Games Studio Ltd",1
2015,"Lazy Monday Games",1
2015,"Lazy Turtle Games",2
2015,Lazyproject,1
2015,"LDC Studios",1
2015,"Leadwerks Software",2
2015,"Leafy Games",1
2015,"League of Geeks",2
2015,"LearnDistrict Inc.",2
2015,"Lee Page",1
2015,LeeTingChou,1
2015,"Legend Studio",1
2015,Legendary,1
2015,"Leikir Studio",1
2015,"Lemon Moose",1
2015,LemonOrange,1
2015,"Lennie Svensson",1
2015,"Leslaw Sliwko",2
2015,"Lesley Dodd",1
2015,"Leslie Valverde",1
2015,"Level Eight AB",1
2015,"Levels or Lives",1
2015,Licorice,2
2015,Liens,1
2015,"LifeSpark Entertainment",2
2015,"Light Vision Interactive",4
2015,"Lightbulb Crew",5
2015,Lighthouse,1
2015,"Lighthouse Games Studio",1
2015,"Lightning Man Media",1
2015,LightsoutGames,1
2015,"Limbic Entertainment",1
2015,"Lindsay Jorgensen",1
2015,"LinkSolutions Ltd.",1
2015,"Lino Slahuschek",2
2015,"Lion Game Lion",4
2015,"Lion's Shade",1
2015,"Lionheart Creations",2
2015,"Liquid Dragon Studios",1
2015,"Little Games Company",1
2015,"Little Green Men Games",2
2015,Littlewitch,1
2015,"LiveItGames LLC",1
2015,"Loading Home",1
2015,"Locked Door Puzzle",1
2015,Locomotivah,3
2015,"Logic Artists",1
2015,"Logic tree",1
2015,"Lohika Games",2
2015,lolznoob,1
2015,"Lonely Troops",2
2015,LonePlanetStudios,1
2015,"Long Division LLC",1
2015,"Longbow Games",1
2015,LookAtMyGame,1
2015,"Looking Glass Studios",2
2015,"Loomus Games",1
2015,"Lord Bytesworth",1
2015,"Lord Eglathia",1
2015,"Lord Kres",3
2015,"Lord Puggington Games",1
2015,"Loren Bednar",1
2015,"Loren Lemcke",1
2015,"Lost Astronaut Studios",1
2015,"Lost Spell",1
2015,"Loudpak Studios",1
2015,"Love in Space",1
2015,"LRDGames, Inc.",2
2015,"Lucas Dieguez",1
2015,"Lucas Molina",2
2015,Lucasfim,1
2015,LucasGame,1
2015,"Lucidity Productions",1
2015,"LUCKY GIRLS LIMITED",1
2015,"Lucky Pause",1
2015,"Lucky You Studio",2
2015,"Ludomo Gamestudio",1
2015,Ludomotion,1
2015,"LuGus Studios",2
2015,"Luis Diaz",1
2015,"Luis Ruiz",1
2015,"Lukas Jaeckel",1
2015,"Lukas Navratil",1
2015,"Luke Brown",1
2015,"Lumenox ehf",1
2015,"Luminis Picturae",1
2015,"Luminy Studios",1
2015,Lunagames,2
2015,"Lunar Labs",1
2015,Lunatoid,1
2015,Lupiesoft,2
2015,"M. Yuriy",2
2015,m07games,1
2015,"M2 Co.,LTD",2
2015,M2H,2
2015,"Machine 22",3
2015,"Machine Bear® Software e Games",1
2015,MachineGames,1
2015,Machineman1357,1
2015,MachineSpirit,1
2015,"Maciej Targoni",2
2015,"Mack Media",1
2015,"MacKenzie Kaser",1
2015,"Mad Anth'm Productions",1
2015,"Mad Goblin Games",1
2015,"Mad Otter Games",4
2015,"Mad Ram Software",1
2015,"Maddox Games",2
2015,"Madruga Works",1
2015,"MAG Studios",1
2015,MAGES.,3
2015,"Maggie McLean",1
2015,"Magic Notion",1
2015,"Magic Pants",1
2015,"Magical Hackers",1
2015,MagicIndie,3
2015,MAGICS,4
2015,"MAGIX Software GmbH",8
2015,"Magnetic Realms",2
2015,magnussoft,1
2015,"Major Games",1
2015,"Makivision Games",2
2015,mamoniem,1
2015,"Mana Games",2
2015,Mandlebar,2
2015,"Mando Productions",1
2015,Mandragora,2
2015,"Mango Protocol",1
2015,"Manifesto Game Studio",1
2015,"Mannequin Games LLC",1
2015,"Manuel Stieger",2
2015,Manyland,1
2015,marbenx,1
2015,"Marc Ellis",1
2015,"Marcelo Barbosa",1
2015,"Marcos Arroyo",9
2015,"Mario von Rickenbach",1
2015,"Mark Chong",1
2015,"Marko Silvasvuori",1
2015,"Markus Döbele",1
2015,"Markus Fick",1
2015,"Marmalade Game Studio",1
2015,"Marmalade Game Studio Ltd",1
2015,"Marmoset LLC",1
2015,"Marshall Van Dutton Media",1
2015,"Marsnaut Films",1
2015,"Mårten Jonsson",2
2015,"Martin Veilleux",2
2015,"Maruf ARTUKO?LU",1
2015,Marxnet,1
2015,Maschinen-Mensch,2
2015,"Mason Lindroth",1
2015,"Massive Entertainment",2
2015,"Master Technologies",1
2015,Mastiff,1
2015,"Math Nerd Productions, LLC",1
2015,"Mathieu Lamarche",2
2015,"Matrix Games",1
2015,"Matt Edzenga",2
2015,"Matt Gadient",2
2015,"Matt Grimm",1
2015,"Matt Kap",1
2015,"Matt Roszak",1
2015,"Matt Thorson",1
2015,"Matthew Brown",2
2015,"Matthew Ritter",1
2015,"Matthew Sanders",1
2015,"Matvey Sakharovskiy",1
2015,"Max LL",1
2015,"Max Peskov",1
2015,"Maxim Moore",1
2015,"Mayhem Games USA",2
2015,"MCDERMOTT TECHNOLOGY, L.L.C",1
2015,"McMagic Productions",2
2015,MDKSound,1
2015,"MDNA Games",3
2015,"Mechabit Ltd",1
2015,Mediatonic,1
2015,"MeDungeon Ltd.",1
2015,"Megastorm Games",1
2015,"Melissa Avery-Weir",2
2015,"Membraine Studios",1
2015,"Mercury Stone",1
2015,Meridian'93,4
2015,Meridian4,1
2015,Merixgames,1
2015,Meshtools,1
2015,Messhof,1
2015,MetalBear,1
2015,"Metalhead Software Inc.",1
2015,Metaware,1
2015,"Meteor Shock",2
2015,Metropolis,1
2015,"MGP Studios",1
2015,"Mi-Clos Studio",2
2015,"Micha? Roszyk",1
2015,"Michael Brough",1
2015,"Michael Fabian Dirks",1
2015,"Michael Flynn",10
2015,"Michael Frei",1
2015,"Michael J. Moffitt",1
2015,"Michael Lückgen",2
2015,"Michael Porter",1
2015,"Michael Swan",1
2015,"Michael Todd Games",1
2015,"Michael Zahniser",2
2015,"Michaela Laws",1
2015,MichaelArts,1
2015,"Michal Brzozowski",1
2015,"Microblast Games",1
2015,Microids,13
2015,"MicroProse Software, Inc",5
2015,"MidBoss, LLC.",5
2015,"Midgar Studio",1
2015,"Midian Design",1
2015,"Midnight Oil Games, LLC",1
2015,"Mido Basim",1
2015,"Might and Delight",5
2015,"Mighty Fox Studio",1
2015,"Mighty Rabbit Studios",2
2015,"Miguel Lleras",1
2015,"Mike Weir",1
2015,"Mikko Arvola",1
2015,"Milan Kazarka",4
2015,"Milepost Simulations",1
2015,"Milestone S.r.l.",14
2015,"Milky Tea Studios",2
2015,"Millenium Project Enterprises",1
2015,"MindBlocks Studio, LLC",1
2015,"Mini IT",1
2015,"Minindustries Game Factory",1
2015,MiniVisions,1
2015,"Minor Key Games",3
2015,minori,2
2015,"Minority Media Inc.",2
2015,"Minsu Ock",9
2015,"Mint Age Studios",2
2015,"Mint Arcade Ltd.",1
2015,"Miolhr SM",1
2015,"Mirball Games",1
2015,"Misfits Attic",1
2015,"Mission Aware Technologies",1
2015,"Mitch Cartwright Productions",1
2015,Mixamo,1
2015,"MK-ULTRA Games",1
2015,"MKDC Tech",1
2015,MKLab,1
2015,"Mladen Bošnjak and Ron McDowell",1
2015,MLB.com,1
2015,mm5,1
2015,MobileBits,2
2015,"MobyDick Games",1
2015,"MOCBJ Software",2
2015,"Mode 7",5
2015,"Modern Dream",2
2015,"Modern Paradise Media Inc.",1
2015,"Modesto A. Rabena",1
2015,"Modesto Rabena",1
2015,"Modulaatio Games",1
2015,Moenovel,1
2015,Mokus,1
2015,Moleworks,1
2015,"Moment Studio",2
2015,"Momiji Studios",1
2015,"Mommy's Best Games",8
2015,"momoStorm Entertainment",1
2015,"Monochrome, Inc",1
2015,"Monogon Games",1
2015,"Monolith Productions, Inc.",1
2015,Monsterworks66,1
2015,"Moon Spider Studio",1
2015,"Moon Studios GmbH",1
2015,"Moonbite Games",1
2015,"Moonlight Mouse",1
2015,"Moonlit Studios",2
2015,MOONSTONE,2
2015,Moppin,1
2015,"Morgan Andersson",1
2015,Morgondag,2
2015,"Morozov Sergey",1
2015,Morphiks,1
2015,"Morphodox Studios",1
2015,Morvan,1
2015,"Moss Co., Ltd.",1
2015,"Mouldy Toof Studios",5
2015,"Moving Pixel Games",1
2015,MovingBlocks,1
2015,"Mozg Labs",1
2015,"MPR ART Hallucinations",2
2015,"MuHa Games",1
2015,MumboJumbo,1
2015,"Murray Atkinson",4
2015,"Music by Darkman007",2
2015,Muteki,1
2015,"muvee Technologies",1
2015,"Muzzy Lane Software",3
2015,"MyDream Interactive, Inc",1
2015,"Mykhail Konokh",1
2015,"Myra D'Ann",1
2015,"Myrolit Studios",1
2015,"Mystic Games",1
2015,Mystik'Art,2
2015,n-Space,1
2015,N2Games,8
2015,"N3V Games",1
2015,"Nacho Games",1
2015,Naloki,1
2015,"NAMI TENTOU MUSHI, LLC",1
2015,"Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com",1
2015,"Nano Games sp. z o.o.",1
2015,"Narrow Monolith",1
2015,"Nate Sanders",1
2015,"Nate Schmold",1
2015,"Nathan Archer",1
2015,"Nathan Meunier",1
2015,"Nathaniel Chambers",1
2015,"Naturally Intelligent",1
2015,"Nauris Amatnieks",1
2015,"Nayma Software",1
2015,NCSOFT,2
2015,Neckbolt,1
2015,"Nefarious Dimensions Inc.",1
2015,"Neko Entertainment",1
2015,"NEKO WORKs",1
2015,"Nekomura Games",2
2015,Nekrosoft,1
2015,NeocoreGames,4
2015,"Neojac Entertainment Inc.",1
2015,"Neon Deity Games",1
2015,"Neon Studios",1
2015,Neople,5
2015,Neotenia,1
2015,"Nerdook Productions",1
2015,Nerial,2
2015,"Nerve Software LLC",2
2015,"NetherRealm Studios",21
2015,"Never Don't Play",2
2015,"Nevie Owens",1
2015,Nevosoft,1
2015,"New Bridge Games",1
2015,"New Life Interactive, LLC",2
2015,"New Reality Games",6
2015,"New State",1
2015,"Nexeon Studios",1
2015,Nexon,6
2015,"Nicalis, Inc.",1
2015,"Nicholas Hydock",1
2015,"Nicholas Mallory",1
2015,"Nick Howard",1
2015,"Nico Thomas",1
2015,"Nicolas Pierre-Loti-Viaud",1
2015,"Niels Bauer Games",2
2015,"Niffler Ltd.",3
2015,"Night Dive Studios",3
2015,"Night Node",1
2015,"Nightly Studios",1
2015,NIGORO,1
2015,"Nihon Falcom",2
2015,"Nihon Falcom Corporation",1
2015,"Nikhil T",1
2015,"NIKITA ONLINE",1
2015,"Nikola Kostic",2
2015,"Nimble Tools",1
2015,"Nimbly Games",1
2015,"Nina Freeman",2
2015,"Ninai Games",1
2015,"Nine Hour Films",2
2015,"Nine Tales Digital",1
2015,NinjaISV,1
2015,ninjalex,1
2015,Nival,2
2015,"Nival VR",2
2015,"NLB project",1
2015,"NMS Software",1
2015,"No Bull Intentions",4
2015,"no CVT",3
2015,"No Pest Productions",2
2015,"Noble Empire Corp.",1
2015,"Noble Master LLC",1
2015,NodziGames,1
2015,Noio,2
2015,"Nomad Cinema",1
2015,"Nomad Games",8
2015,"Nomad Games Limited",1
2015,"Nonadecimal Creative",1
2015,Nonlinear,1
2015,"Nooner Bear Studio",1
2015,Nooskewl,4
2015,Noostyche,1
2015,NorbSoftDev,1
2015,"Nordic Games",4
2015,"Nordic Legacy",1
2015,"Nordic Mist Games",1
2015,"Norman Legies",1
2015,"nornware AB",2
2015,Northbrain,1
2015,"Northway Games",1
2015,"Not Games LLP",1
2015,NotGames,1
2015,"Noumenon Games",1
2015,"Novaleaf Game Studios",1
2015,"Noyer Game Studios",1
2015,"NRD Films",1
2015,"NSE Circuit",4
2015,"NSKN Games",1
2015,"NTT Plala Inc.",1
2015,NuclearFirecracker,1
2015,nuGAME,1
2015,Nuligine,2
2015,nullplussoftware,1
2015,"Nuno Guerreiro",1
2015,"Nurgo Software",1
2015,Nussoft,1
2015,Nvius,1
2015,Nyamyam,1
2015,"NYX Digital",1
2015,"O'Malley Creadon Productions",1
2015,"Oblivionburn Productions",2
2015,"OBLONE Software",1
2015,"Obsidian Entertainment",2
2015,"OCCA Studios",1
2015,"Odd Comet Games",1
2015,"ODD Games",1
2015,oddonegames,2
2015,"Oddworld Inhabitants, Inc.",2
2015,"Odin Game Studio",1
2015,"Offworld Games, LLC",1
2015,"Offworld Industries",1
2015,"OhNoo Studio",3
2015,"Okay Video",1
2015,Oldblood,1
2015,"Olde Sküül",1
2015,OlderBytes,1
2015,"Oliver Keppelmüller",1
2015,"OM ENTERTAINMENT",1
2015,"Omar Masroor",1
2015,"Omega Games",3
2015,"Omega Point Games",1
2015,Omniconnection,1
2015,"OMNIDREAM CREATIONS",4
2015,"OMNIDREAM CREATIONS SRL",1
2015,"On Target Simulations",1
2015,"On The Level Game Studios",1
2015,"Once More With Gusto",1
2015,"One Legged Seagull",1
2015,"One Man Band Games",1
2015,"Onipunks Studio Inc.",1
2015,"Only Human Studios",1
2015,"Onni Interactive",1
2015,oophok,1
2015,"Orange Valley",1
2015,Orangepixel,3
2015,Orange_Juice,5
2015,"Orator Games",1
2015,Orbx,3
2015,"Organic 2 Digital Studio",1
2015,"Origin8 Technologies Ltd",1
2015,Orion_,1
2015,Orlyapps,1
2015,"Orphic Software",1
2015,"Oryon Entertainment",1
2015,"Oscar Ratvader" Rydelius"",1
2015,"OSome Studio",1
2015,"Ostrich Banditos",1
2015,"Out of the Park Developments",1
2015,"Outer Grid Games LLC",1
2015,"Outerminds Inc.",1
2015,Overcloud9,2
2015,"Overcloud9, Phantasm Games",1
2015,Overcurfew,2
2015,OVERDRIVE,1
2015,Overflow,1
2015,"Overhead Games",24
2015,"Overhype Studios",1
2015,"OVERKILL - a Starbreeze Studio.",15
2015,"Owl Cave",3
2015,Owlbear,1
2015,"Owlchemy Labs",3
2015,Owlnight,1
2015,"Ozzie Sneddon",1
2015,"PadaOne Games",1
2015,"Page 44 Studios",1
2015,Paleozoic,1
2015,"Pan and Scan Pictures",1
2015,"Panic Ensues Software",1
2015,"Panzer Gaming Studios",1
2015,"Parabox Games",1
2015,"Paradox Arctic",3
2015,"Paradox Development Studio",10
2015,"Paradox Interactive",1
2015,"Paradox North",1
2015,"Partickhill Games Limited",1
2015,"Particle Systems Ltd.",1
2015,Pastagames,1
2015,PatchNoteStudio,1
2015,"Patrick God",1
2015,"Paul Cooney",1
2015,"Paul Cuisset",1
2015,"Pawe? Radej",3
2015,"Payday Productions",1
2015,"Payload Studios",2
2015,"PDP Productions",1
2015,"Peach Pie Productions",1
2015,Peaks,1
2015,peakvox,2
2015,"Peculiar Games",1
2015,"Pedro Pimentel",1
2015,"Peer Draeger",1
2015,"Peltast Software",1
2015,"Pen and Sword Games",2
2015,"Pencil Test Studios",2
2015,"Pepi Games",2
2015,"Pepper Island Films",2
2015,"pequeño salto mortal",1
2015,"Perfect Square Studios",1
2015,"Performance Pictures",1
2015,PestoForce,2
2015,"Peter Gutenko",3
2015,"Peter Hann",1
2015,"Peter Hrdy",1
2015,"Peter Kosyh",1
2015,"Peter Lacalamita",1
2015,"Peter Moorhead",1
2015,Petroglyph,8
2015,Pezomi,1
2015,Pheenix93,1
2015,Phigames,1
2015,"Philip Royer",2
2015,"Philip Staiger - TheBest3D.com",1
2015,"Philipp Muenzel",1
2015,"Philippe Forgeur",1
2015,"phime studio LLC",2
2015,"PHL Collective",1
2015,"Phoenix Game and Publisher Studio",1
2015,"Phoenix Studio",1
2015,"Phosphor Games",1
2015,"Photon Arena",1
2015,"Phr00t's Software",2
2015,Phyrnna,2
2015,Physmo,1
2015,Pidroh,1
2015,"Pieces Interactive",1
2015,"Pigasus Games",1
2015,PigelPix,1
2015,PiGravity,2
2015,"Pilgrim Adventures",2
2015,PillowPigGames,1
2015,"Pinokl Games",1
2015,"PIPE Studio",1
2015,"Piranha Bytes Distribution UG&Co KG",3
2015,"Piranha Games Inc.",5
2015,"Pirozhok Studio",2
2015,"Pixel Barrage Entertainment, Inc.",2
2015,"Pixel Blitz Studios",1
2015,"Pixel Bones Studio",1
2015,"Pixel Elephant",1
2015,"Pixel Ferrets",4
2015,"Pixel Pi Games",1
2015,"Pixel Prophecy",1
2015,"Pixel Quality Games",1
2015,"Pixel Theory Games",1
2015,PixelBeam,1
2015,"PixelFade Studio",1
2015,Pixeljam,5
2015,PixelNAUTS,2
2015,"Pixelnest Studio",1
2015,"Pixelsaurus Games",1
2015,Pixeltales.ru,1
2015,"Pixelz Games",1
2015,"PIXOWL INC.",1
2015,PIXYUL,1
2015,"Plastic Games",2
2015,PlatinumGames,1
2015,"Platoon Studios",1
2015,"Play sp. z o. o.",2
2015,Playboom,2
2015,Playcorp,1
2015,"Playful Art, LLC",1
2015,Playito,1
2015,Playsaurus,1
2015,"Playtap Games",1
2015,"PlayWay S. A.",1
2015,"PlayWay S.A.",3
2015,"PlayWay SA",1
2015,PlazSoft,3
2015,"Pocket Games",1
2015,"Pocket Queries",1
2015,"Pocketwatch Games",1
2015,"Point2Point Entertainment",1
2015,"Poisson Rouge Interactica ltd",1
2015,"Polar Bunny Ltd",3
2015,PolarityFlow,1
2015,PolyDigital,1
2015,"Polygon Art",1
2015,PolyKid,1
2015,"Polyquest Games",2
2015,"Poorwill Games",1
2015,"Positech Games",1
2015,"Power Up Audio",1
2015,"Power Up to Maximum",1
2015,practicing01,1
2015,"Praxia Entertainment Inc",1
2015,"Precision Games, LLC",2
2015,"Prelusion Games",1
2015,"Press Play",3
2015,"Prexen Studios",1
2015,Pribuni,1
2015,PriitK,1
2015,Primal,1
2015,Princesseuh,1
2015,"Pringo Dingo Games",1
2015,"Prism Studios",2
2015,"Prismic Studios LLC",1
2015,"Private Moon Studios",2
2015,"Professor Why",2
2015,ProjectorGames,3
2015,"Prologue Games",5
2015,"Proper Games",1
2015,"Proteus Pixel",1
2015,"Protomni Multimedia",1
2015,"Proton Studio Inc",2
2015,"Prototype Games",1
2015,Psikyo,2
2015,"Psyche Studios",1
2015,"Psychic Software",2
2015,"Psychotic Psoftware",1
2015,"Psydra Games LLC",1
2015,Psyonix,6
2015,"Pub Games",2
2015,"Pugsley LLC",1
2015,"Pulsetense Games",1
2015,"Pump Action Games",1
2015,"Punk Games Studio",1
2015,"Puny Human",2
2015,"Pure FPS",1
2015,"Purple Nebula",2
2015,Pusselbit,1
2015,Puuba,3
2015,"Puzzle Lab",2
2015,PVGames,2
2015,"Pwnee Studios",1
2015,Pyramid,1
2015,Pyrodactyl,1
2015,"Q-Games, Ltd.",2
