Developer,count(*)
"Mechanical Butterfly Studios",3
"Mechanist Games",5
Med-Art,1
MediaAtlas,1
Mediatonic,5
"MeDungeon Ltd.",1
"Meerkat Gaming",1
"Mega Dwarf Inc.",1
Megadev,1
MEGAFUZZ,1
"Megastorm Games",1
"Melissa Avery-Weir",2
"Membraine Studios",1
"Memetic Games",1
"Mercenary Technologies",4
"Mercury Steam",1
"Mercury Stone",2
MercurySteam,7
"MercurySteam - Climax Studios",2
Meridian'93,4
Meridian4,3
Merixgames,1
Merscom,1
Meshtools,7
Messhof,2
MetalBear,1
"Metalhead Software Inc.",1
Metamorf,1
"Metanet Software Inc.",1
Metaware,3
"Metaware Limited, LLC",2
"Meteor Shock",2
"Meteoric Games",1
"Methid Solutions",1
Metropolis,1
Mgame,1
"MGP Studios",2
"Mi-Clos Studio",2
"Micha? Roszyk",1
"Michael Brough",2
"Michael Fabian Dirks",1
"Michael Flynn",16
"Michael Frei",1
"Michael Galefire",1
"Michael Hall",2
"Michael Howard",2
"Michael J. Moffitt",1
"Michael Kissinger",1
"Michael L. Fiorentino Gutierrez",1
"Michael Lückgen",2
"Michael Porter",1
"Michael Swan",1
"Michael Todd Games",5
"Michael Zahniser",2
"Michaela Laws",4
MichaelArts,1
"Michal Brzozowski",1
"Michal Pawlowski",1
"Micro Factory Games",1
"Microblast Games",7
Microids,35
Microprose,2
"MicroProse Software, Inc",18
"MicroProse Software, Inc.",3
"Microsoft Game Studios",1
"MidBoss, LLC.",5
"Midgar Studio",1
"Midian Design",1
Midnart,2
"Midnight Oil Games, LLC",1
"Mido Basim",1
mif2000,1
"Might and Delight",12
"Mighty Fox Studio",1
"Mighty Rabbit Studios",7
"Mighty Rocket Studio",1
"Miguel Lleras",1
"Mihai Morosanu",2
"Mike Bithell",1
"Mike Keogh",1
"Mike Murdock",1
"Mike Porter",1
"Mike Weir",1
"Mikko Arvola",1
"Milan Kazarka",4
"Milepost Simulations",2
"Milestone S.r.l.",45
Milieu,1
"Military Visualisations",2
"Military Visualization",1
"Milkbag Games",1
"Milkstone Studios",4
"Milky Tea Studios",2
"Millenium Project Enterprises",1
"Millia Soft",1
"Mimimi Productions",2
"Mind Crew",1
"Mind Over Matter Studios",7
"MindBlocks Studio, LLC",1
"Minddesk Software GmbH",6
"Mindfield Games",1
"MindShaft Games, LLC",1
"Mindstorm Studios",2
"Mindware Co,.Ltd.",1
"Mindware Studios",4
"Mine Loader Software Co., Ltd.",10
"Mini IT",1
MiniBoss,2
"Minicore Studios",1
"Minindustries Game Factory",1
"Minion Productions Inc.",1
MiniVisions,2
"MinMax Games Ltd.",3
"Minor Key Games",7
minori,2
"Minority Media Inc.",4
Minskworks,1
"Minsu Ock",11
"Mint Age Studios",2
"Mint Arcade Ltd.",1
"Miolhr SM",1
Miramax,26
"Mirball Games",2
Mirillis,1
"Mirillis Ltd.",1
Mirinae,1
"Miris Mind",1
"Mirko Seithe",1
"Misfits Attic",4
"Mission Aware Technologies",1
"Mission Critical Studios",1
"Mitch Cartwright Productions",1
"Mithis Games",2
Mixamo,4
"Mixed In Key",1
"MixedBag Srl",2
Mixel,1
"Mizar Games",2
"MK-ULTRA Games",1
"MKDC Tech",1
MKLab,1
"Mladen Bošnjak and Ron McDowell",1
MLB.com,2
mm5,2
MMEU,1
MoaCube,3
MobileBits,2
"Mobot Studios, Inc",1
"MobyDick Games",1
"MOCBJ Software",2
"Mode 7",10
"Mode 7 Limited",1
"Modern Dream",7
"Modern Paradise Media Inc.",1
"Modern Visual Arts Laboratory",1
"Modesto A. Rabena",1
"Modesto Rabena",1
Modesty,1
"Modulaatio Games",2
Moenovel,2
Mografi,1
"Mohawk Games",3
Mojang,1
Mokus,1
Moleworks,1
Moltenplay,1
"Moment Studio",2
"Momentum Digital Media Technologies",1
"Momiji Studios",1
"Mommy's Best Games",10
"momoStorm Entertainment",1
Mondoproduction,1
"Monkeybin AS",1
MonkeyMaw,1
"Monochrome LLC",1
"Monochrome, Inc",2
"Monogon Games",1
Monolith,3
"Monolith Productions",2
"Monolith Productions, Inc.",50
"Monomi Park",1
"Monster VR",1
Monsterworks66,1
"Monte Cristo",5
"Moob Pub Games",1
"Moon Spider Studio",1
"Moon Studios GmbH",4
"Moonbite Games",1
Moondrop,1
"Moonlight Mouse",1
"Moonlit Studios",2
"Moonlite Software",1
Moonpod,4
"Moonradish Inc.",1
"Moonrise Interactive",1
"Moonshark, Inc.",1
"Moonshot Games",1
MOONSTONE,2
Moppin,1
"Morenori Soft",1
"Morgan Andersson",1
Morgondag,2
"Morgopolis Studios",1
"Morozov Sergey",1
Morphiks,1
"Morphodox Studios",1
Morvan,1
"Mosaic Mask Studios",1
"Moss Co., Ltd.",2
"Most Wanted Entertainment",7
"Mouldy Toof Studios",6
MouldyMattress,1
"Mountain Sheep",1
"Mountain Sheep Inc.",1
Mousechief,3
"Moving Pixel Games",1
"Moving Player",2
MovingBlocks,1
"Mozg Labs",1
"MPR ART Hallucinations",4
"MPS Labs",2
"MR-Software GbR",2
"Mr. Podunkian",1
MrFuby,1
"MuHa Games",2
MumboJumbo,45
"MumboJumbo, LLC",1
"MURA Interactive",2
"Mure VR",1
"Murray Atkinson",7
Murudai,2
"Muse Games",6
"Music by Darkman007",2
"Mutant Games",2
Muteki,1
"muvee Technologies",1
"Muzzy Lane",2
"Muzzy Lane Software",7
"MyDream Interactive, Inc",2
"Myhtyn Interactive",1
"Mykhail Konokh",3
"Myra D'Ann",1
"Myrolit Studios",1
"Myrtilus Entertainment",1
"Mystic Box",2
"Mystic Games",2
Mystik'Art,2
"Mythical City Games",1
"N A GA Entertainment",1
"N Tailor",1
"N-Fusion Interactive",1
"N-Game Studios",1
n-Space,1
N2Games,8
"N3V Games",73
N94Games,1
"Nabi Studios",1
"Nacho Games",1
Nadeo,11
"Naiad Entertainment LLC",2
"Naked Sky Entertainment",2
Naloki,1
nalothchris,1
"Namazu Studios",1
NAMCO,1
"NAMCO BANDAI Games",1
"NAMCO BANDAI Studio Inc.",3
"NAMI TENTOU MUSHI, LLC",1
"Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com",1
"Nano Games",1
"Nano Games sp. z o.o.",1
"Napoleon Games, s.r.o.",1
"Naps Team",1
"narayana games UG",1
"Narrow Monolith",2
"Nate Sanders",1
"Nate Schmold",1
"Nathan Archer",1
"Nathan Gallardo",1
"Nathan Meunier",1
"Nathan Rowe",1
"Nathaniel Chambers",1
"Naturally Intelligent",1
"Nauris Amatnieks",2
"Nawia Games",1
"Nayma Software",1
"NCE Software Games",1
NCSOFT,2
"Ndemic Creations",2
NDoors,1
"Near Enough Games",1
"Neat Corporation",1
Neckbolt,1
"Necrophone Games",1
"Nefarious Dimensions Inc.",1
"Neilson K-S",1
"Neko Entertainment",4
"NEKO WORKs",6
neko.works,2
"Nekomura Games",3
Nekrosoft,1
"Nelson Sexton",2
"Nemesys Games",4
"Nemesys Team Studio",1
"Nemoria Entertainment",1
"Neo Red Entertainment",1
"NEOCORE GAMES",3
NeocoreGames,27
"Neojac Entertainment Inc.",1
"Neon Deity Games",1
"Neon Serpent LLC",2
"Neon Studios",1
Neople,5
Neotenia,2
NeoWiz,1
"Nerd Kingdom Inc.",1
"Nerd Monkeys®",1
"Nerdook Productions",4
Nerial,2
"Nerve Software LLC",2
"Net Games Laboratory",2
"Nether Productions LLC",1
"NetherRealm Studios",23
"NetherRealm Studios, High Voltage",1
"Netmarble Games",21
"Netmin Games",1
"Neuron games",1
NeuronHaze,1
"Neutron Games",1
"Neutron Games GmbH",1
"Never Don't Play",2
"Nevercenter Ltd. Co.",2
Neversoft,1
"Nevie Owens",1
"Nevigo GmbH",2
Nevosoft,1
"NEW AUDIO TECHNOLOGY",1
"New Bridge Games",3
"New Life Interactive, LLC",2
"New Reality Games",8
"New Star Games",1
"New Star Games Ltd",2
"New State",1
"New World Interactive",1
NewWestGames,2
NewWorldCoders,1
"Nexeon Studios",1
"Nexeon Technologies",5
Nexon,17
"NEXON CO., Ltd.",2
"NEXON Korea Corp.",1
NEXT-SOFT+,1
"NextGen Pants, Inc",1
"Nexus Game Studios",2
NexyMedia,1
"nFusion Interactive",1
"NGD Studios",7
Nicalis,2
"Nicalis, Inc.",3
"Niccolo' Passeri",1
"Nicholas Hydock",2
"Nicholas Mallory",1
"Nick Donnelly",1
"Nick Everlith",1
"Nick Howard",1
"Nickervision Studios",1
"Nicklas Nygren",1
"Nicky Ho",1
"Nico Thomas",1
"Nicolas Pierre-Loti-Viaud",1
"Nicolás Sánchez Baile",1
"Nicolò Azzolini",1
"Niels Bauer Games",6
"Nifflas' Games",1
"Niffler Ltd.",6
"Night Dive Studios",3
"Night Light Interactive",1
"Night Node",2
"Night Node Software",2
"Night School Studio",2
NighthoodGames,1
"Nightly Studios",1
NIGORO,3
"Nihon Falcom",8
"Nihon Falcom Corporation",1
"Nikhil T",1
Nikita,2
"Nikita Nefedov",1
"NIKITA ONLINE",2
"Nikola Kostic",2
"Nikolai Patrakov",1
"Nimble Tools",1
Nimblebit,1
"Nimbly Games",4
"Nina Freeman",2
"Ninai Games",1
"Nine Dots Studio",1
"Nine Hour Films",2
"Nine Tales Digital",2
"Ninja Kiwi",2
"Ninja Robot Dinosaur",1
"Ninja Theory",7
NinjaISV,2
ninjalex,1
"Nippon Ichi Software, Inc.",4
Nitreal,2
"Nitro Games",11
Nival,22
"Nival VR",2
"NLB project",1
"NMS Software",1
"No Bull Intentions",4
"no CVT",3
"No Goblin",3
"No More Room in Hell Team",2
"No Pest Productions",2
"Noah System",1
"Noble Empire Corp.",10
"Noble Master LLC",2
nobodyshot,1
NoClip,1
"Nocturnal works",1
"Nodbrim Interactive",2
NodziGames,1
Noego,1
"Noetic Games",1
noiarc,1
Noio,2
Nolo,2
"Nom Nom Games",1
"Nomad Cinema",1
"Nomad Games",27
"Nomad Games Limited",9
"Nonadecimal Creative",2
Nonlinear,1
"Nooner Bear Studio",1
Nooskewl,5
Noostyche,1
NorbSoftDev,2
Nordcurrent,1
"Nordic Games",42
"Nordic Legacy",1
"Nordic Mist Games",1
"Norman Legies",1
"nornware AB",2
"North of Earth",2
"North Side",1
Northbrain,1
"Northway Games",3
"Not Games LLP",1
"Not Magic",1
NotGames,2
"Notion Games",1
"Notorious Games",1
"Noumena Studios",1
"Noumenon Games",3
"Nova Production",1
"Novaleaf Game Studios",1
NovaLogic,16
Novectacle,1
"Noviy Disk",1
"Nowhere Studios",2
"Noyer Game Studios",1
Nozon,2
"NQ Games",3
"NRD Films",1
"NSE Circuit",5
"NSKN Games",1
NSStudio,1
"Ntreev Soft Co., Ltd.",1
"Ntronium Games",2
"NTT Plala Inc.",1
nubbinownz,1
NuclearFirecracker,1
Nucleosys,1
"Nude Maker",4
nuGAME,1
"Nuke Nine",1
"Nuked Games",1
NukGames,2
Nuligine,3
nullplussoftware,1
"Numantian Games",3
"Number None",3
"Numinous Games",1
numlock,1
"Nuno Guerreiro",1
"Nurgo Software",1
Nussoft,3
Nvius,1
"Nvizzio Creations",1
Nyamyam,1
NYP,1
"NYX Digital",1
"O'Malley Creadon Productions",1
"Oak Gear",1
"Oasis Games",2
"Oasis VR",1
"Obidak Software",1
"Oblion Studio",1
"Oblivionburn Productions",2
"OBLONE Software",1
"Obsidian Entertainment",21
"OCCA Studios",1
"OCR Dev Team",1
"Octagon Interactive",1
"Octane Games",2
"Octoshark Studios",1
"Odd Comet Games",1
"ODD Games",1
oddonegames,2
"Oddworld Inhabitants",6
"Oddworld Inhabitants, Inc.",2
"Odin Game Studio",4
Oefun,1
"oeFun, Inc.",2
"Office 5656",1
"Offpeak Games",1
"Offworld Games, LLC",1
"Offworld Industries",2
"Ohm Force",1
"OhNoo Studio",4
"OKAM Studio",2
"Okay Video",1
Okio,1
"Okugi Studio",3
"Old B1ood",1
"Old Moon",1
"Old School Games",2
Oldblood,1
"Olde Sküül",1
OlderBytes,1
"Ole Lange",2
"Oleg Sergeyev",1
"Oliver Keppelmüller",1
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",1
"OM ENTERTAINMENT",1
"Omar Masroor",1
"Omega Games",3
"Omega Point Games",1
Omniconnection,1
"OMNIDREAM CREATIONS",4
"OMNIDREAM CREATIONS SRL",1
"On Target Simulations",2
"On The Level Game Studios",3
"Once More With Gusto",1
"One Legged Seagull",1
"One Man Band Games",1
"One Man Left Studios",1
"ONE MORE LEVEL",2
"One Wheel Studio",1
"One-bit Punch",1
"Onipunks Studio Inc.",1
"Onivia Games",1
"Online Warmongers Group Inc.",1
"Only Human Studios",2
"Onni Interactive",1
"Onson Soft",1
"Onur Uça",1
"ONVISION STUDIO LTD",1
Oointah,2
oophok,1
"Oovee Entertainment",5
"Oovee Games Studios",1
"Oovee Simulation",1
"Oovee® Game Studios",7
"OP Productions LLC",1
"OpenXcell Studio",1
OPQAM,2
Opus,3
"Orange Valley",1
OrangeGames,1
Orangepixel,5
Orange_Juice,15
"Orator Games",1
"Orbital Speed Stidio Co.,Ltd.",1
"Orbital Speed Studio Co.,Ltd.",1
Orbx,3
"Ore Creative LLC",2
"Organic 2 Digital Studio",2
"Organic Humans",1
Origin8,1
"Origin8 Technologies Ltd",1
Orihaus,1
Orion,1
"Orion Games",3
Orion_,1
Orlyapps,1
"Orphic Software",1
"Orthogonal Games",2
"Oruji Productions",1
"Oryon Entertainment",1
"Oryx Design Lab",1
"osao games",1
"Osaris Games",1
"Oscar "Ratvader" Rydelius",1
"Oscar Brittain",1
"Oscar L.",2
"OSnap! Games",1
"OSome Studio",1
"Ostrich Banditos",1
"Other Ocean Interactive",3
"Otherworld Interactive",2
"Out of the Park Developments",6
"Outer Grid Games LLC",1
"Outerlight Ltd.",3
"Outerminds Inc.",1
Outlands,1
OutOfTheBit,2
"Outrage Entertainment",1
"Outsider Games",2
"Over The Moon",2
"Over the Top Games",3
Overcloud9,2
"Overcloud9, Phantasm Games",1
Overcurfew,3
OVERDRIVE,3
Overflow,1
"Overflow Games",2
"Overhaul Games",2
"Overhead Games",24
"Overhype Studios",1
"OVERKILL - a Starbreeze Studio.",39
"OVERKILL Software",3
"Ovilex Software",1
ovos,1
"Owl Cave",4
Owlbear,1
"Owlchemy Labs",6
Owlnight,1
"Oxeye Game Studio",3
"Oxide Games",2
"Ozark Softscape",1
"Ozzie Sneddon",1
"PadaOne Games",1
"Page 44 Studios",1
"Paleo Entertainment",1
Paleozoic,1
"Paloma Dawkins",1
"Pan and Scan Pictures",1
"Pandemic Studios",3
"Panic Ensues Software",1
"Panoramik Inc",1
"Pantera Entertainment",2
"Panzer Corps",1
"Panzer Gaming",1
"Panzer Gaming Studios",2
"Papaya Studio",2
"Paper Games",1
"Paper Pirates",1
Parabole,1
"Parabox Games",1
"Paradox Arctic",3
"Paradox Development Studio",113
"Paradox Development Studios",1
"Paradox Interactive",45
"Paradox North",5
Parallax,2
"Parallax Arts Studio",1
"Parallaxian Pty Ltd",1
"Paranoid Productions",1
"Parody Games, LLC",1
"Parseh Game Studio",1
"Partickhill Games Limited",1
"Particle Studios",1
"Particle Systems Ltd.",1
"Party Robot Studio",1
"Passtech Games",2
Pastagames,1
PatchNoteStudio,1
"Pathea Games",1
"Patrice Meneguzzi",2
"Patrick God",1
"Patrick Lindsey",1
"Paul Bird",1
"Paul Cooney",1
"Paul Cuisset",1
"Paul Eckhardt",1
"Paul Fisch",2
"Paul Harrington",1
"Paul Marrable",1
"Paul Schneider",1
"Pavel Bulatov",1
"Pavel Zinchenko",1
"Pawe? Mogi?a",1
"Pawe? Radej",3
"Payday Productions",1
"Payload Studios",3
"PD Design Studio",2
"PDP Productions",1
Peace,2
"Peach Pie Productions",1
Peaks,1
"Peaksel D.O.O. Nis",2
peakvox,3
"Peculiar Games",1
"Pedro Pimentel",1
"Pedro Vendeira",1
"Peer Draeger",1
Pelikan13,1
"Peltast Software",1
"Pen and Sword Games",2
"Pencil Test Studios",2
"Pendulo Studios",7
Pentavera,1
"Peoleo Entertainment",7
"People Can Fly",5
"Pepi Games",2
"Pepper Island Films",2
"pequeño salto mortal",1
"Pera Games",1
"PERFECT PARALLEL",1
"Perfect Square Studios",1
"Perfect World Beijing",1
"Perfect World Entertainment",3
"Perfect World Shanghai",3
"Performance Pictures",1
"Perilous Orbit",1
Permadeath,1
"Perpetual FX Creative",1
"Perro Electrico",1
"Persistent Studios",1
"Persona and Pixel studio",1
PestoForce,2
"Pete Gillam",1
"Peter Brinson and Kurosh ValaNejad",1
"Peter Cleary",2
"Peter Gutenko",3
"Peter Hann",1
"Peter Hrdy",1
"Peter Kosyh",1
"Peter Lacalamita",1
"Peter Moorhead",2
"Petit Depotto",1
"Petite Games",1
"Petro Shoferystov",1
Petroglyph,17
Pezomi,2
"PGN Dev",1
"PGN Inc",1
"Phantom Compass",2
"Phaser Lock Interactive",1
Pheenix93,2
"Phenomenon Games",1
Phenomic,2
Phigames,2
"Philip Bak",2
"Philip Day",1
"Philip Royer",2
"Philip Staiger - TheBest3D.com",2
"Philipp Muenzel",1
"Philippe Forgeur",1
"phime studio LLC",3
"PHL Collective",1
pho,1
"Phobic Studios",1
"Phoenix Game and Publisher Studio",1
"Phoenix Game Studio",1
"Phoenix Online Studios",9
"Phoenix Studio",1
"Phosfiend Systems",1
"Phosphor Games",5
"Phosphor Games Studio",1
"Photon Arena",1
"Phr00t's Software",5
Phyrnna,2
Physmo,1
"Picorinne Soft",1
Pictopotamus,1
Pidroh,1
"Pieces Interactive",14
"Pigasus Games",1
PigelPix,1
PiGravity,2
PikPok,2
"Pilgrim Adventures",6
Pilgway,2
PillowPigGames,1
PILOT’S,1
"Pine Studio",1
"Pinkerton Road Studio",2
"Pinokl Games",1
"Pinterac Ltd",1
"PIPE Studio",1
"Pipeworks Studio",1
Piranaking,1
"Piranha Bytes",8
"Piranha Bytes Distribution UG&Co KG",3
"Piranha Games Inc.",5
"Piranha – Bytes",5
"Pirate Software",2
Pirate-Rob,1
"Pirozhok Studio",2
"Pivotal Games",3
Pixbits,1
"Pixel Barrage Entertainment, Inc.",2
"Pixel Blitz Studios",1
"Pixel Bones Studio",1
"Pixel Crow",1
"Pixel Dash Studios",1
"Pixel Elephant",1
"Pixel Federation",1
"Pixel Ferrets",4
"Pixel Hero Games",1
"Pixel Maniacs",2
"Pixel Maverick Games",1
"Pixel Night",1
"Pixel Pi Games",1
"Pixel Prophecy",1
"Pixel Quality Games",1
"Pixel Theory Games",1
"Pixel Titans",1
"Pixelante Game Studios",1
"Pixelated Cupcake",1
"Pixelated Panties",1
Pixelatto,2
PixelBeam,1
PIXELBUG,1
Pixeleap,1
"PixelFade Studio",1
Pixeljam,7
Pixellore,2
PixelNAUTS,2
"Pixelnest Studio",1
"Pixelsaurus Games",1
"PixelTail Games",1
Pixeltales.ru,1
"Pixelz Games",2
"PIXOWL INC.",2
PIXYUL,1
"Plain Concepts Corp",1
"Planet Moon Studios",2
"Planet Tobor",1
"Plastic Games",2
"Plastic Piranha",1
"Plastic Reality Technologies",1
"Platine Dispositif",7
PlatinumGames,4
"Platoon Studios",1
PLAY,1
"Play sp. z o. o.",2
"Play, Silden",1
"Playa Games GmbH",1
Playables,1
"Playables LLC",1
Playboom,2
Playbrains,11
Playcoo,1
Playcorp,1
Playdead,2
"Playdek, Inc.",2
PlayFirst,11
"Playful Art, LLC",1
"Playful Corporation",1
Playito,1
"Playrix Entertainment",1
Playsaurus,1
Playstos,1
"Playstos Entertainment",4
"Playtap Games",1
Playway,1
"PlayWay S. A.",1
"PlayWay S.A.",11
"PlayWay SA",1
"Playwood Project",2
PlazSoft,3
"Plethora-Project LLC",1
"Pocket Games",1
"Pocket Queries",1
"Pocketwatch Games",2
"Poetic Justice Studios",1
"Point Five Projects",2
"Point2Point Entertainment",1
pointfiveteam,1
Pointscape,1
"Poisson Rouge Interactica ltd",1
"PokerStars Mobile Limited",1
"PokPoong Games",1
"Polar Bunny Ltd",3
"Polar Motion",1
PolarityFlow,2
PolyDigital,2
"Polygon Art",1
PolyKid,1
"PolyKnight Games",1
"polynation games ltd",1
"Polynetix Studio",3
"PolyPusher Studios",1
"Polyquest Games",2
"Polytron Corporation",1
"Pomera Studios",1
Pompaduo,1
PomPom,3
"PomPom Games",1
"Poni-Pachet SY",1
"Poorwill Games",1
"Pop Sandbox",1
Popcannibal,2
"PopCap Games, Inc.",53
"Poppermost Productions",4
PopTop,3
"PopTop Software",2
"Porcelain Labs",1
Portalarium,1
PortaPlay,1
"Positech Games",20
"PostMod Softworks",1
"Power of 2",8
"Power Up Audio",2
"Power Up to Maximum",2
Powerhoof,1
PowPow,1
practicing01,1
"Praxia Entertainment Inc",1
"Precision Games, LLC",2
"Prelusion Games",1
"Press Play",6
"Prexen Studios",1
Pribuni,1
PriitK,1
Primal,1
"Primate Labs Inc.",1
Princesseuh,1
"Pringo Dingo Games",1
"Priority Interrupt",1
"Prism Studios",3
"Prismic Studios LLC",1
"Private Moon Studios",2
"Profenix Studio SRLS",1
"Professor Why",2
"Project Gotham",1
"Project Whitecard Studios Inc.",3
ProjectorGames,6
"Proletariat, Inc.",1
"Prologue Games",6
"Promotion Software",1
"Propelled Bird Software",3
propeller,1
"Proper Games",3
Proscenium,1
"Proteus Pixel",1
"Protomni Multimedia",1
"Proton Studio Inc",3
"Prototype Games",1
"Provox Games ",1
"Proxy Studios",2
Psikyo,2
"PST Team",1
"Psyche Studios",1
"Psychic Software",3
"Psychotic Psoftware",2
"Psydra Games LLC",3
Psyonix,9
Psyop,1
"Psyop Games",2
"Psytec Games Ltd",2
"Pub Games",2
"Pugsley LLC",1
"Pulse Entertainment",1
"Pulsetense Games",1
"Pump Action Games",1
"Punk Games Studio",1
"Puny Human",5
"Puny Human Games",1
Puppygames,7
"Pure FPS",1
"PurePolygons Inc.",1
"Purple Nebula",2
Pusselbit,1
Puuba,7
"Puzzle Lab",2
"Puzzling Dream",1
"PV Games",1
PVGames,5
"Pwnee Studios",2
Pyramid,8
"Pyro Studios",6
Pyrodactyl,7
"Pyxel Arts",1
"Q Entertainment Inc.",3
"Q-Games, Ltd.",5
"Q-Games. Ltd",2
"QCF Design",3
"QianZhiHuDong Network Technology Co., Ltd.",1
"Qiwi Games, LLC",1
"Qooc Software",3
"quad games",1
"QuadraTron Games",1
Quadriga,1
"Quadro Delta",2
"Quaint Emerald",2
"Quality Simulations",7
"Quandary Solutions LTD",1
"Quantic Dream",1
"Quantic Dream (original release)",1
"Quantized Bit",3
Quantumfrog,1
"Quarantine Interactive",1
"Quarter Pound Studios",1
"Quaternion Studio",1
"QUByte Interactive",2
"Queasy Games",1
"Queen Bee Games",1
"Queen Birdface Productions",1
"Quest Online",2
Question,3
Questtracers,1
"Quickfire Games",1
"Quicksilver Software",1
QUICKTEQUILA,4
"Quiet River",1
Quirkafleeg,1
Qute,4
"Qwiboo Ltd",1
"R C Knight",1
"R&G Software",1
"R8 Games Ltd",1
"Rabid Design Studios",1
"RAC7 Games",1
"Raconteur Games",1
"Rad Codex",1
"Rad Dragon",1
RadarJam,1
"Radial Games",1
"Radial Games Corp",2
Radiangames,2
"Radiant Entertainment",1
RadiationBurn,2
"Radical Entertainment",3
"Radical Fish Games",2
"Radioactive Software",1
Radioactive-Software,1
radiostatic,1
RadLabGaming,1
"Radon Labs",1
"Radon Labs GmbH",1
"Rafael Barreto",2
"Rafael Lima",1
"Rafael Senne",1
"Rage Games Limited",1
"Rage Monster Games",1
"Rage Software",4
"Rageborn Studio, LLC",1
"Ragequit Corporation",1
RageSquid,2
"Ragiva Games",1
"Ragiva Games e.K.",1
"Rail Magic",1
"Rail Slave Games",5
RailRight,1
RailSimulator.com,183
"Rain Games",2
"Rain Pohlak",3
Rainbow,1
"Rainbow Games",7
"Rainbow Goats Studio",1
"Rainbow Studios",29
"RainDance LX",1
Rainssong,1
"Rainy Night Creations",1
"Rakarnov Studios",1
"Rake in Grass",6
"Rakesh Malik",2
"Ramjet Anvil",1
"Rampant Games",1
"Random Encounter",1
"Random Layers",2
"Random Seed Games",2
"Random Thoughts Entertainment",1
"Randomnine Ltd",2
"Ranmantaru Games",4
"Raphael Gervaise",2
"Raptor Claw Games",1
"Rasmus Ljunggren",2
"Raspina Studio",1
"Rat King Entertainment",2
"Ratalaika Games S.L.",5
"Rational Social Projects Limited",1
"Ratloop Asia",1
"Ratz 'N' Godz",1
Ravegan,2
"Raven Software",54
"Raven Travel Studios",2
"Ravens Eye Studio",1
"RavenSoft / id Software",1
"Raving Bots",1
"Raw Lion Workshop",1
"Raxi Petrov",1
"Raylight Games",1
"Raymond Doerr",1
Razorworks,3
Razvan,1
"Razzart Visual",2
"RC Knight",3
rdein,1
RDGsoundFX,1
rdt.32,2
Re-Logic,2
"React Games",2
"Reactor Zero",5
"Reakktor Studios",1
"Real Dynamics",2
"RealAxis Software",2
realities.io,1
"Reality Pump",8
"Reality Pump Studios",12
"Reality Twist GmbH",3
"Really Slick",2
"Realmforge Studios",16
Realore,14
"Reason Generator Inc.",1
Rebelephant,1
Rebellion,33
Rebelmind,1
RebRank,1
"Recoil Games",4
"Recotechnology S.L.",2
Rectangle,1
"Red 5 Studios",6
"Red Abyss Software",1
"Red Barrels",3
"Red Beat",2
"Red Dot Games",10
"RED DUCK Inc.",6
"Red Dwarf Games",2
"Red Fly Studio",1
"Red Head Games",1
"Red Hedgehog",1
"Red Herring Labs",2
"Red Hook Studios",1
"Red Katana",2
"Red Level Games Inc.",1
"Red Meat Games",1
"Red Mount Media",2
"Red Nettle Studio",2
"Red Phoenix Studios",1
"Red Redemption",4
"Red River Studio LLC",2
"Red Rocket Games",3
"Red Storm Entertainment",10
"Red Thread Games",1
"Red Wasp Design Ltd",1
"Red Winter Software",1
RedBedlam,1
"Reddoll Srl",1
Redlynx,2
"Redlynx Ltd",4
"RedLynx, in collaboration with  Ubisoft Shanghai",1
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",7
"RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev",1
"Redpoint Labs",1
"Redro Games",1
Redshift,3
"Redwood Games",2
"Reentry Games",1
"REEW GAMES",3
"Refactored Games OÜ",1
"Reflections, a Ubisoft Studio",2
Reflextions,2
Refract,1
REFUGIO3D®,1
"Regal Computer Services",1
Regista,1
"Reikon Games",1
reiti.net,1
"Reiza Studios",4
"REL Games",1
Related,1
"Related Designs",13
"Relative Games",1
"Relentless Software",2
"Relevant Games",2
Relic,15
"Relic Entertainment",130
"Religious Studios",2
"Reload Game Studio",1
"Reload Games Studio",2
"Reloaded Games",5
"Reloaded Productions",7
reMaginarium,1
"Remal IT",1
"Remar Games",3
Remedy,1
"Remedy Entertainment",6
"Remedy Entertainment Ltd.",1
REMIMORY,3
Reminisce,2
"Ren? Petrulien?",2
Renamilanesi,2
"Render System Entertainment",2
"René Bühling",2
"Rene Marcel Dirks",1
"Renegade Kid",2
"Renegade Sector Games",2
"Replay Studios",2
Reppo,4
"Reppo (Ricardo Rivera)",1
"Reptile Games",1
"rest.less Games",2
Reto-Moto,9
RETREAM,3
Retrific,2
"Retro Affect",1
"Retro Affect & WiL Whitlark",1
"Retro Army Limited",4
"Retro Dreamer",1
"Retro Yeti Games",1
"Retro64, Inc.",2
Retroburn,1
Retrocade.net,2
"Retronic Games",1
"Reventador Games",1
"Reverie World Studios",1
"Reverie World Studios, INC",2
Revistronic,1
"Revival Productions, LLC",1
"Revolution Software Ltd",4
"Revultive Games",1
REX,1
"REX Game Studios",1
Rezoner,1
"Rhaon Entertainment",5
"Rhema Group",1
"Rhema Press",1
"Rhizome Games™",1
"Ricardo Chirino",1
"Riccardo Runci",1
"Richard G. Nunes",1
"Richard J. Cook",1
"Richard Markos",1
"Richard Perrin",1
"Richard Seabrook",1
