years,iso,obesity,individuals,homicide,deppression,n_friends
2011,SE,18.6,92.7699860554046,108.959554487,5.01553634262,408544
2012,SE,19,93.1799880065108,108.854834094,5.00616510343,443572
2013,SE,19.4,94.7836,109.691270994,4.99516465513,281230
2008,CH,16.5,79.2,68.9147995759,3.9981170449500003,4408
2009,CH,16.9,81.3,68.6900891641,3.97149973143,43980
2010,CH,17.3,83.9,66.2096102895,3.94826655898,50776
2011,CH,17.6,85.1930281804854,65.230129216,3.93705754415,46081
2012,CH,18,85.2,64.1078853521,3.91605751901,52738
2013,CH,18.4,86.34,64.1501567785,3.9093820016699996,37443
2008,SY,22.5,14,444.924429653,3.8151853951,63
2009,SY,23.1,17.3,456.084633065,3.80291335321,822
2010,SY,23.8,20.7,471.614766224,3.7931062640100004,1091
2011,SY,24.4,22.5,461.398570957,3.8056878480500003,1129
2012,SY,25.1,24.3001,444.400015796,3.81665206267,2488
2013,SY,25.8,26.2,425.165374084,3.83017763989,3528
2008,TJ,10.5,8.78,196.966152897,2.8430525058800002,89
2009,TJ,10.9,10.07,190.674149899,2.83517444996,1054
2010,TJ,11.3,11.55,193.563023822,2.83182616608,956
2011,TJ,11.8,13.03,191.687119331,2.83235757974,1007
2012,TJ,12.2,14.51,202.327732522,2.8295506869600002,1469
2013,TJ,12.7,16,212.547900759,2.83392038259,1595
2008,TZ,5.7,1.9,3440.62542296,4.1733079926,53
2009,TZ,6,2.4,3542.91045545,4.165589187959999,630
2010,TZ,6.3,2.9,3656.0520708,4.15798928629,733
2011,TZ,6.6,3.2,3771.33274032,4.15749616775,783
2012,TZ,6.9,3.95,3920.21581446,4.16458740729,865
2013,TZ,7.3,4.4,4064.16820456,4.16358627037,554
2008,TH,6.1,18.2,5157.10603882,3.41888348285,1351
2009,TH,6.5,20.1,4901.8870584,3.4179807357199996,12515
2010,TH,7,22.4,4739.53081488,3.4138870401999997,21368
2011,TH,7.4,23.669925618731,4746.03037085,3.41064505701,26788
2012,TH,7.9,26.46,4739.95082793,3.40564362385,122515
2013,TH,8.4,28.94,4707.27235006,3.3956254943600004,112003
2008,TG,6,2.4,207.000289437,4.18394430577,69
2009,TG,6.3,2.6,213.376563062,4.18758790013,877
2010,TG,6.5,3,221.315314398,4.1857061197,982
2011,TG,6.8,3.5,227.962754702,4.19649894943,991
2012,TG,7.1,4,234.833253966,4.19019725993,1416
2013,TG,7.4,4.5,242.106165604,4.1905383647,1147
2008,TO,42.7,8.11076994380395,2.89396015263,3.19955116044,54
2009,TO,43.4,10,2.92167443646,3.2027398430100003,421
2010,TO,44.1,16,2.98069117423,3.1998588971399995,519
2011,TO,44.7,25,3.0074438248,3.20040901786,430
2012,TO,45.4,33,3.01837465945,3.20130567048,667
2013,TO,46.1,35,3.03920082495,3.19724098674,589
2008,TT,14.3,34.8,332.818965182,3.93285987417,89
2009,TT,14.8,44.3,338.049403505,3.92887317429,1464
2010,TT,15.3,48.5,339.084836514,3.9304624941400004,2842
2011,TT,15.8,55.2,326.977100169,3.92751071103,2417
2012,TT,16.3,59.5162,313.584597371,3.9243695266699996,5640
2013,TT,16.9,63.8,303.961330033,3.9266954117900004,4461
2008,TN,22.3,27.53,108.889430553,4.23892120944,537
2009,TN,22.9,34.07,109.267434198,4.23158952403,4896
2010,TN,23.4,36.8,109.621779381,4.23138014756,6719
2011,TN,24,39.1,110.058337516,4.2234948032,5597
2012,TN,24.6,41.4416,109.887100425,4.2218285702900005,9019
2013,TN,25.1,43.8,109.719023554,4.218280684060001,7891
2008,TR,26.9,34.37,1575.65920806,4.022122523269999,2231
2009,TR,27.6,36.4,1630.60309078,3.9934669565,28673
2010,TR,28.2,39.82,1556.45216471,3.9729779225599997,47718
2011,TR,28.9,43.065710430925,1549.72174193,3.9632824301,78097
2012,TR,29.5,45.13,1538.54803548,3.94488120889,190641
2013,TR,30.2,46.25,1616.97881854,3.9321424605299997,198622
2008,TM,14.3,1.75,266.95047573,3.1503976052500002,42
2009,TM,14.8,1.95,268.538755308,3.14603859281,477
2010,TM,15.3,3,268.775433966,3.1371289392999997,722
2011,TM,15.8,5,269.480105766,3.13591713703,724
2012,TM,16.3,7.1958,269.303133662,3.13438571675,915
2013,TM,16.9,9.6,271.11833285,3.13448265861,902
2008,UG,3.5,7.9,2022.45013276,6.04053424504,85
2009,UG,3.7,9.78,2101.07170725,5.98198179149,1069
2010,UG,3.9,12.5,2150.54840302,5.9169035891399995,1397
2011,UG,4.1,13.01354333,2245.32096886,5.86199026291,1808
2012,UG,4.3,14.6896,2346.88139512,5.81750391017,3110
2013,UG,4.5,16.2,2471.7506417,5.76108438034,2343
2008,UA,21.4,11,5455.41866007,4.7182377855599995,1954
2009,UA,21.7,17.9,4587.35980174,4.66808936991,29749
2010,UA,22,23.3,4116.63122514,4.61851431198,66959
2011,UA,22.4,28.7082628400713,3818.72048719,4.60084510356,121346
2012,UA,22.7,35.27,3773.79585067,4.5862070177800005,334517
2013,UA,23,40.954128997,3789.01962634,4.56328845046,511136
2008,AE,26.3,63,94.9174475682,3.1555816573000004,647
2009,AE,27,64,109.474964558,3.1322079267900005,8976
2010,AE,27.7,68,121.662216556,3.11223184281,12642
2011,AE,28.3,78,128.518661821,3.1097158056,18120
2012,AE,29,84.9999915049492,132.109351614,3.1140688769700002,26036
2013,AE,29.7,88,133.285033305,3.11421236384,19904
2008,GB,23.1,78.39,462.164722421,4.32948000309,42484
2009,GB,23.6,83.56,449.227652341,4.33387225536,489402
2010,GB,24.2,85,439.434042525,4.34139498395,550211
2011,GB,24.8,85.3799985496322,431.967555135,4.33850741963,728047
2012,GB,25.4,87.4799984242111,422.433832358,4.33927315541,992991
2013,GB,26,89.8441,415.888741334,4.33947749218,723233
2008,US,31,74,18139.1958409,5.22395431292,175037
2009,US,31.7,71,17778.6401152,5.20345911862,2066888
2010,US,32.3,71.69,17484.3644752,5.1824140638300005,2376691
2011,US,33,69.7294607619268,17417.6236799,5.18104306554,2912096
2012,US,33.6,74.7,17428.100826,5.177750706079999,4077166
2013,US,34.3,71.4,17443.7117579,5.1785755387,2852870
2008,UY,24.1,39.3,158.051332003,3.7421584766300002,141
2009,UY,24.6,41.8,163.50460411,3.7500504390400002,2411
2010,UY,25.1,46.4,168.156756145,3.76496412197,4262
2011,UY,25.5,51.4046610563616,173.789412997,3.78140670923,5775
2012,UY,26,54.453768680746,180.86907897,3.7929851511300003,15808
2013,UY,26.5,57.69,183.886549286,3.80516489044,17529
2008,UZ,12.6,9.0801145234501,981.203546749,3.19445648995,137
2009,UZ,13,11.9,987.339594692,3.1901741069100003,1577
2010,UZ,13.5,15.9,1003.02045449,3.18468796169,2074
2011,UZ,13.9,18.6,1004.19464893,3.18174235539,2268
2012,UZ,14.4,23.6,1018.4118126,3.18244128972,3795
2013,UZ,14.9,26.8,1029.13421613,3.18063873321,4176
2008,VU,20.1,7.26911992337492,3.14653493927,3.49817568468,25
2009,VU,20.7,7.5,3.2258937826,3.4912021050199997,485
2010,VU,21.3,8,3.30581970646,3.4348496987000003,520
2011,VU,22,9.2,3.36285298237,3.43128136441,643
2012,VU,22.6,10.598,3.42013978047,3.42913019047,606
2013,VU,23.2,11.3,3.5092391439,3.4246458591,558
2008,VE,22.5,25.88,11446.3834707,3.0820870677400003,3434
2009,VE,22.9,32.7,11745.5637238,3.07890372688,29023
2010,VE,23.3,37.37,11502.2907961,3.08241283098,36154
2011,VE,23.7,40.22,11704.3785358,3.08288294386,54071
2012,VE,24,49.0500830729861,12128.1273365,3.07969338773,110114
2013,VE,24.4,54.9,12193.6470578,3.0837481681699996,122025
2008,VN,1.2,23.92,1839.15792399,3.2238167356500003,543
2009,VN,1.3,26.55,1839.9330653,3.22153848774,5632
2010,VN,1.4,30.65,1847.8885643,3.2200481069699998,7650
2011,VN,1.5,35.07,1852.52129533,3.2212050392699996,13198
2012,VN,1.6,39.49,1859.5036321,3.21859502102,51295
2013,VN,1.7,43.9,1862.65779131,3.2232686498999996,69655
2008,YE,12.4,6.89,705.756005264,4.35291331922,50
2009,YE,13,9.96,728.146948778,4.35438447416,719
2010,YE,13.5,12.35,745.316114466,4.35696824534,955
2011,YE,14.1,14.905,766.207085674,4.35000873336,1135
2012,YE,14.6,17.4465,791.018661068,4.35381305615,1322
2013,YE,15.2,20,819.604863217,4.34811672474,991
2008,ZM,5.7,5.55,1275.53966094,4.02869206346,60
2009,ZM,6,6.31,1299.68386655,4.02309864924,698
2010,ZM,6.3,10,1330.82941739,4.0153785701,782
2011,ZM,6.5,11.5,1370.25126914,4.03892114467,984
2012,ZM,6.8,13.4682,1380.94639921,4.0641628464199995,1487
2013,ZM,7.1,15.4,1405.18504536,4.08876683669,1874
2008,ZW,13.2,3.5,1361.30900572,3.5138704867599997,476
2009,ZW,13.5,4,1386.75060602,3.5162940853499998,5783
2010,ZW,13.8,6.4,1414.90011744,3.52043167604,7044
2011,ZW,14.1,8.4,1437.9053977,3.53294241611,8994
2012,ZW,14.3,12,1454.78862259,3.5435898057400004,13088
2013,ZW,14.6,15.5,1487.50857817,3.5590661058200004,13058
